"","Reporting unit","Reporting unit type","State","Peer group","Time period","Patient cohort","Number of patients","Percentage of patients seen on time","Peer group average"
"4586","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2015–16","Semi-Urgent",6711,55,"72%"
"4587","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2011–12","Urgent",13773,39,"67%"
"4588","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2012–13","Urgent",16030,35,"66%"
"4589","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2013–14","Urgent",15444,46,"68%"
"4590","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2014–15","Urgent",17265,47,"66%"
"4591","Swan District Hospital","Hospital","WA","Medium metropolitan hospitals","2015–16","Urgent",7149,36,"65%"
"4592","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2011–12","Emergency",3288,52,"80%"
"4593","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2012–13","Emergency",3351,73,"83%"
"4594","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2013–14","Emergency",3069,85,"85%"
"4595","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2014–15","Emergency",3485,82,"83%"
"4596","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2015–16","Emergency",3970,81,"83%"
"4597","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2016–17","Emergency",4412,72,"81%"
"4598","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2017–18","Emergency",4280,65,"80%"
"4599","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2018–19","Emergency",4853,70,"79%"
"4600","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2019–20","Emergency",4921,69,"77%"
"4601","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2011–12","Non-Urgent",1660,91,"88%"
"4602","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2012–13","Non-Urgent",1966,89,"90%"
"4603","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2013–14","Non-Urgent",2766,92,"91%"
"4604","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2014–15","Non-Urgent",3192,89,"92%"
"4605","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2015–16","Non-Urgent",2973,89,"92%"
"4606","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2016–17","Non-Urgent",3294,91,"91%"
"4607","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2017–18","Non-Urgent",3656,92,"91%"
"4608","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2018–19","Non-Urgent",3474,91,"91%"
"4609","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2019–20","Non-Urgent",3088,89,"92%"
"4610","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2011–12","Resuscitation",170,100,"100%"
"4611","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2012–13","Resuscitation",173,100,"100%"
"4612","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2013–14","Resuscitation",154,100,"100%"
"4613","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2014–15","Resuscitation",165,100,"100%"
"4614","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2015–16","Resuscitation",216,100,"100%"
"4615","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2016–17","Resuscitation",272,100,"100%"
"4616","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2017–18","Resuscitation",323,100,"100%"
"4617","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2018–19","Resuscitation",355,100,"100%"
"4618","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2019–20","Resuscitation",334,100,"100%"
"4619","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2011–12","Semi-Urgent",18959,62,"71%"
"4620","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2012–13","Semi-Urgent",20750,64,"74%"
"4621","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2013–14","Semi-Urgent",20858,66,"75%"
"4622","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2014–15","Semi-Urgent",20184,64,"74%"
"4623","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2015–16","Semi-Urgent",19105,66,"73%"
"4624","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2016–17","Semi-Urgent",17565,68,"73%"
"4625","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2017–18","Semi-Urgent",19095,68,"73%"
"4626","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2018–19","Semi-Urgent",19051,66,"73%"
"4627","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2019–20","Semi-Urgent",18356,61,"75%"
"4628","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2011–12","Urgent",14993,53,"70%"
"4629","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2012–13","Urgent",14896,59,"74%"
"4630","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2013–14","Urgent",15235,63,"75%"
"4631","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2014–15","Urgent",14379,63,"74%"
"4632","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2015–16","Urgent",14992,66,"71%"
"4633","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2016–17","Urgent",16051,61,"71%"
"4634","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2017–18","Urgent",15163,56,"70%"
"4635","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2018–19","Urgent",15468,54,"68%"
"4636","Launceston General Hospital","Hospital","Tas","Large regional hospitals","2019–20","Urgent",15823,53,"70%"
"4637","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2011–12","Emergency",1267,84,"83%"
"4638","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2012–13","Emergency",1590,80,"87%"
"4639","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2013–14","Emergency",2213,79,"85%"
"4640","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2014–15","Emergency",1981,78,"86%"
"4641","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2015–16","Emergency",2400,80,"83%"
"4642","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2016–17","Emergency",2606,73,"84%"
"4643","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2017–18","Emergency",2400,83,"84%"
"4644","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2018–19","Emergency",2576,89,"82%"
"4645","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2019–20","Emergency",2183,86,"81%"
"4646","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2011–12","Non-Urgent",2422,93,"92%"
"4647","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2012–13","Non-Urgent",1959,94,"94%"
"4648","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2013–14","Non-Urgent",1822,95,"94%"
"4649","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2014–15","Non-Urgent",1442,95,"95%"
"4650","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2015–16","Non-Urgent",1422,94,"95%"
"4651","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2016–17","Non-Urgent",1291,94,"95%"
"4652","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2017–18","Non-Urgent",1855,93,"94%"
"4653","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2018–19","Non-Urgent",1761,96,"94%"
"4654","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2019–20","Non-Urgent",1196,96,"94%"
"4655","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2011–12","Resuscitation",44,98,"99%"
"4656","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2012–13","Resuscitation",73,100,"100%"
"4657","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2013–14","Resuscitation",72,100,"100%"
"4658","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2014–15","Resuscitation",74,100,"99%"
"4659","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2015–16","Resuscitation",84,98,"100%"
"4660","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2016–17","Resuscitation",77,99,"99%"
"4661","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2017–18","Resuscitation",79,100,"100%"
"4662","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2018–19","Resuscitation",55,98,"100%"
"4663","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2019–20","Resuscitation",52,100,"100%"
"4664","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2011–12","Semi-Urgent",13048,79,"78%"
"4665","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2012–13","Semi-Urgent",13855,75,"82%"
"4666","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2013–14","Semi-Urgent",12693,79,"80%"
"4667","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2014–15","Semi-Urgent",11964,72,"81%"
"4668","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2015–16","Semi-Urgent",11326,73,"80%"
"4669","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2016–17","Semi-Urgent",10820,71,"79%"
"4670","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2017–18","Semi-Urgent",12554,77,"78%"
"4671","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2018–19","Semi-Urgent",13825,83,"77%"
"4672","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2019–20","Semi-Urgent",11561,78,"77%"
"4673","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2011–12","Urgent",6781,75,"78%"
"4674","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2012–13","Urgent",7796,71,"81%"
"4675","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2013–14","Urgent",8254,75,"80%"
"4676","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2014–15","Urgent",8618,69,"79%"
"4677","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2015–16","Urgent",9085,68,"77%"
"4678","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2016–17","Urgent",9000,63,"77%"
"4679","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2017–18","Urgent",9852,73,"75%"
"4680","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2018–19","Urgent",9581,82,"74%"
"4681","Mersey Community Hospital","Hospital","Tas","Medium regional hospitals","2019–20","Urgent",8302,75,"72%"
"4682","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2011–12","Emergency",1553,93,"80%"
"4683","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2012–13","Emergency",1721,87,"83%"
"4684","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2013–14","Emergency",1713,85,"85%"
"4685","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2014–15","Emergency",1736,88,"83%"
"4686","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2015–16","Emergency",1960,85,"83%"
"4687","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2016–17","Emergency",2260,73,"81%"
"4688","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2017–18","Emergency",2082,86,"80%"
"4689","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2018–19","Emergency",2033,90,"79%"
"4690","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2019–20","Emergency",2251,83,"77%"
"4691","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2011–12","Non-Urgent",1411,97,"88%"
"4692","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2012–13","Non-Urgent",1007,97,"90%"
"4693","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2013–14","Non-Urgent",821,97,"91%"
"4694","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2014–15","Non-Urgent",1265,95,"92%"
"4695","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2015–16","Non-Urgent",1360,95,"92%"
"4696","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2016–17","Non-Urgent",1277,90,"91%"
"4697","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2017–18","Non-Urgent",1833,94,"91%"
"4698","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2018–19","Non-Urgent",1995,90,"91%"
"4699","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2019–20","Non-Urgent",1647,85,"92%"
"4700","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2011–12","Resuscitation",94,99,"100%"
"4701","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2012–13","Resuscitation",91,100,"100%"
"4702","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2013–14","Resuscitation",105,100,"100%"
"4703","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2014–15","Resuscitation",129,100,"100%"
"4704","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2015–16","Resuscitation",186,99,"100%"
"4705","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2016–17","Resuscitation",142,100,"100%"
"4706","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2017–18","Resuscitation",145,100,"100%"
"4707","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2018–19","Resuscitation",110,100,"100%"
"4708","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2019–20","Resuscitation",126,100,"100%"
"4709","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2011–12","Semi-Urgent",11809,90,"71%"
"4710","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2012–13","Semi-Urgent",11302,85,"74%"
"4711","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2013–14","Semi-Urgent",10826,86,"75%"
"4712","North West Regional Hospital","Hospital","Tas","Large regional hospitals","2014–15","Semi-Urgent",10899,86,"74%"
